absence_id,etudiant_id,absence_date,absence_heures,filieres_groupe_id,filieres_nom,filieres_niveau,groupes_nom
386,425,2024-12-13,6,1,Annees Preparatoires,AP1,AP1_G1
387,425,2025-01-07,6,1,Annees Preparatoires,AP1,AP1_G1
388,426,2025-04-06,2,1,Annees Preparatoires,AP1,AP1_G1
389,433,2024-10-27,2,2,Annees Preparatoires,AP1,AP1_G2
390,434,2025-05-23,2,1,Annees Preparatoires,AP1,AP1_G1
391,435,2025-02-25,2,2,Annees Preparatoires,AP1,AP1_G2
392,437,2024-11-02,2,2,Annees Preparatoires,AP1,AP1_G2
393,438,2025-01-16,2,2,Annees Preparatoires,AP1,AP1_G2
394,438,2024-11-15,4,2,Annees Preparatoires,AP1,AP1_G2
395,438,2025-03-03,6,2,Annees Preparatoires,AP1,AP1_G2
396,438,2024-09-03,6,2,Annees Preparatoires,AP1,AP1_G2
397,441,2024-11-28,4,1,Annees Preparatoires,AP1,AP1_G1
398,441,2025-06-19,4,1,Annees Preparatoires,AP1,AP1_G1
399,441,2024-09-30,2,1,Annees Preparatoires,AP1,AP1_G1
400,441,2024-12-07,6,1,Annees Preparatoires,AP1,AP1_G1
401,442,2025-04-13,4,1,Annees Preparatoires,AP1,AP1_G1
402,442,2024-09-18,2,1,Annees Preparatoires,AP1,AP1_G1
403,442,2024-10-31,4,1,Annees Preparatoires,AP1,AP1_G1
404,442,2025-04-30,6,1,Annees Preparatoires,AP1,AP1_G1
405,442,2025-03-03,2,1,Annees Preparatoires,AP1,AP1_G1
406,443,2025-01-25,6,1,Annees Preparatoires,AP1,AP1_G1
407,445,2024-10-31,2,2,Annees Preparatoires,AP1,AP1_G2
408,447,2024-10-08,6,2,Annees Preparatoires,AP1,AP1_G2
409,447,2025-01-20,2,2,Annees Preparatoires,AP1,AP1_G2
410,449,2024-09-01,2,2,Annees Preparatoires,AP1,AP1_G2
411,449,2025-05-12,2,2,Annees Preparatoires,AP1,AP1_G2
412,449,2025-04-06,4,2,Annees Preparatoires,AP1,AP1_G2
413,450,2025-04-15,2,2,Annees Preparatoires,AP1,AP1_G2
414,450,2025-01-06,2,2,Annees Preparatoires,AP1,AP1_G2
415,456,2025-01-20,4,1,Annees Preparatoires,AP1,AP1_G1
416,456,2025-03-01,4,1,Annees Preparatoires,AP1,AP1_G1
417,461,2025-03-12,2,1,Annees Preparatoires,AP1,AP1_G1
418,461,2025-01-09,2,1,Annees Preparatoires,AP1,AP1_G1
419,461,2024-11-23,2,1,Annees Preparatoires,AP1,AP1_G1
420,461,2025-05-19,6,1,Annees Preparatoires,AP1,AP1_G1
421,467,2025-01-30,2,2,Annees Preparatoires,AP1,AP1_G2
422,468,2024-11-24,6,1,Annees Preparatoires,AP1,AP1_G1
423,470,2024-10-23,2,2,Annees Preparatoires,AP1,AP1_G2
424,470,2024-10-28,2,2,Annees Preparatoires,AP1,AP1_G2
425,471,2025-04-28,2,2,Annees Preparatoires,AP1,AP1_G2
426,471,2025-02-02,2,2,Annees Preparatoires,AP1,AP1_G2
427,473,2025-05-11,4,1,Annees Preparatoires,AP1,AP1_G1
428,473,2024-10-14,4,1,Annees Preparatoires,AP1,AP1_G1
429,475,2025-01-16,4,2,Annees Preparatoires,AP1,AP1_G2
430,480,2025-01-14,6,1,Annees Preparatoires,AP1,AP1_G1
431,480,2024-12-19,2,1,Annees Preparatoires,AP1,AP1_G1
432,480,2024-10-13,6,1,Annees Preparatoires,AP1,AP1_G1
433,480,2025-06-26,4,1,Annees Preparatoires,AP1,AP1_G1
434,484,2025-05-05,6,1,Annees Preparatoires,AP1,AP1_G1
435,487,2024-10-09,4,2,Annees Preparatoires,AP1,AP1_G2
436,487,2025-01-16,2,2,Annees Preparatoires,AP1,AP1_G2
437,487,2024-11-29,2,2,Annees Preparatoires,AP1,AP1_G2
438,489,2025-02-22,4,1,Annees Preparatoires,AP1,AP1_G1
439,491,2025-01-14,4,2,Annees Preparatoires,AP1,AP1_G2
440,494,2024-11-04,2,1,Annees Preparatoires,AP1,AP1_G1
441,497,2024-11-08,2,2,Annees Preparatoires,AP1,AP1_G2
442,497,2024-11-10,2,2,Annees Preparatoires,AP1,AP1_G2
443,497,2024-09-22,2,2,Annees Preparatoires,AP1,AP1_G2
444,500,2025-04-11,2,2,Annees Preparatoires,AP1,AP1_G2
445,501,2024-12-16,4,2,Annees Preparatoires,AP1,AP1_G2
446,503,2025-03-26,4,1,Annees Preparatoires,AP1,AP1_G1
447,503,2024-11-20,2,1,Annees Preparatoires,AP1,AP1_G1
448,504,2025-03-22,2,1,Annees Preparatoires,AP1,AP1_G1
449,506,2025-03-21,6,2,Annees Preparatoires,AP1,AP1_G2
450,507,2025-03-04,6,2,Annees Preparatoires,AP1,AP1_G2
451,509,2025-02-17,6,2,Annees Preparatoires,AP1,AP1_G2
452,509,2025-03-27,4,2,Annees Preparatoires,AP1,AP1_G2
453,509,2025-05-25,4,2,Annees Preparatoires,AP1,AP1_G2
454,509,2024-11-15,8,2,Annees Preparatoires,AP1,AP1_G2
455,520,2025-01-28,2,1,Annees Preparatoires,AP1,AP1_G1
456,521,2025-01-14,6,1,Annees Preparatoires,AP1,AP1_G1
457,526,2025-01-15,2,2,Annees Preparatoires,AP1,AP1_G2
458,526,2025-06-23,6,2,Annees Preparatoires,AP1,AP1_G2
459,526,2025-05-29,2,2,Annees Preparatoires,AP1,AP1_G2
460,526,2024-11-01,4,2,Annees Preparatoires,AP1,AP1_G2
461,526,2025-01-26,2,2,Annees Preparatoires,AP1,AP1_G2
462,527,2025-03-25,4,1,Annees Preparatoires,AP1,AP1_G1
463,530,2025-06-29,6,1,Annees Preparatoires,AP1,AP1_G1
464,532,2025-06-17,2,2,Annees Preparatoires,AP1,AP1_G2
465,533,2024-11-06,4,1,Annees Preparatoires,AP1,AP1_G1
466,533,2024-09-22,2,1,Annees Preparatoires,AP1,AP1_G1
467,533,2025-02-13,8,1,Annees Preparatoires,AP1,AP1_G1
468,533,2025-05-14,2,1,Annees Preparatoires,AP1,AP1_G1
469,533,2025-06-01,6,1,Annees Preparatoires,AP1,AP1_G1
470,537,2024-09-18,6,1,Annees Preparatoires,AP1,AP1_G1
471,537,2024-12-13,2,1,Annees Preparatoires,AP1,AP1_G1
472,538,2024-11-13,4,1,Annees Preparatoires,AP1,AP1_G1
473,538,2025-04-04,4,1,Annees Preparatoires,AP1,AP1_G1
474,538,2024-09-17,6,1,Annees Preparatoires,AP1,AP1_G1
475,538,2024-12-28,8,1,Annees Preparatoires,AP1,AP1_G1
476,538,2025-01-05,6,1,Annees Preparatoires,AP1,AP1_G1
477,539,2024-11-14,2,1,Annees Preparatoires,AP1,AP1_G1
478,542,2025-01-15,2,1,Annees Preparatoires,AP1,AP1_G1
479,543,2024-11-18,2,2,Annees Preparatoires,AP1,AP1_G2
480,543,2025-06-01,2,2,Annees Preparatoires,AP1,AP1_G2
481,545,2025-05-21,4,1,Annees Preparatoires,AP1,AP1_G1
482,549,2025-03-12,8,2,Annees Preparatoires,AP1,AP1_G2
483,549,2025-04-24,2,2,Annees Preparatoires,AP1,AP1_G2
484,549,2024-09-04,2,2,Annees Preparatoires,AP1,AP1_G2
485,553,2025-01-06,2,1,Annees Preparatoires,AP1,AP1_G1
486,553,2025-03-09,2,1,Annees Preparatoires,AP1,AP1_G1
487,553,2024-11-15,4,1,Annees Preparatoires,AP1,AP1_G1
488,553,2025-05-19,6,1,Annees Preparatoires,AP1,AP1_G1
489,554,2024-09-09,4,2,Annees Preparatoires,AP1,AP1_G2
490,554,2025-02-05,6,2,Annees Preparatoires,AP1,AP1_G2
491,554,2025-05-05,6,2,Annees Preparatoires,AP1,AP1_G2
492,555,2024-12-17,6,1,Annees Preparatoires,AP1,AP1_G1
493,556,2025-05-13,4,1,Annees Preparatoires,AP1,AP1_G1
494,556,2024-12-25,4,1,Annees Preparatoires,AP1,AP1_G1
495,556,2025-06-09,2,1,Annees Preparatoires,AP1,AP1_G1
496,556,2024-12-05,8,1,Annees Preparatoires,AP1,AP1_G1
497,556,2025-04-25,4,1,Annees Preparatoires,AP1,AP1_G1
498,559,2024-11-23,8,2,Annees Preparatoires,AP1,AP1_G2
499,561,2025-01-28,2,2,Annees Preparatoires,AP1,AP1_G2
500,563,2025-05-04,2,1,Annees Preparatoires,AP1,AP1_G1
501,565,2025-06-09,4,1,Annees Preparatoires,AP1,AP1_G1
502,565,2024-09-28,2,1,Annees Preparatoires,AP1,AP1_G1
503,565,2024-09-14,8,1,Annees Preparatoires,AP1,AP1_G1
504,565,2025-04-30,8,1,Annees Preparatoires,AP1,AP1_G1
505,567,2025-01-06,4,1,Annees Preparatoires,AP1,AP1_G1
506,569,2025-02-18,2,1,Annees Preparatoires,AP1,AP1_G1
507,569,2025-03-04,6,1,Annees Preparatoires,AP1,AP1_G1
508,570,2024-09-26,4,1,Annees Preparatoires,AP1,AP1_G1
509,575,2025-01-19,4,1,Annees Preparatoires,AP1,AP1_G1
510,580,2025-03-08,4,2,Annees Preparatoires,AP1,AP1_G2
511,580,2025-05-31,2,2,Annees Preparatoires,AP1,AP1_G2
512,580,2024-10-01,4,2,Annees Preparatoires,AP1,AP1_G2
513,588,2024-10-08,4,2,Annees Preparatoires,AP1,AP1_G2
514,589,2024-11-23,2,2,Annees Preparatoires,AP1,AP1_G2
515,593,2025-05-26,2,2,Annees Preparatoires,AP1,AP1_G2
516,594,2024-09-08,6,2,Annees Preparatoires,AP1,AP1_G2
517,594,2025-01-18,2,2,Annees Preparatoires,AP1,AP1_G2
518,597,2025-04-08,2,2,Annees Preparatoires,AP1,AP1_G2
519,597,2024-10-21,2,2,Annees Preparatoires,AP1,AP1_G2
520,598,2025-06-19,8,1,Annees Preparatoires,AP1,AP1_G1
521,598,2025-05-23,4,1,Annees Preparatoires,AP1,AP1_G1
522,598,2025-02-05,2,1,Annees Preparatoires,AP1,AP1_G1
523,599,2024-09-01,6,2,Annees Preparatoires,AP1,AP1_G2
524,601,2025-02-26,4,1,Annees Preparatoires,AP1,AP1_G1
525,601,2024-10-09,4,1,Annees Preparatoires,AP1,AP1_G1
526,602,2024-12-30,4,1,Annees Preparatoires,AP1,AP1_G1
527,602,2025-05-06,6,1,Annees Preparatoires,AP1,AP1_G1
528,602,2025-03-07,6,1,Annees Preparatoires,AP1,AP1_G1
529,603,2024-12-15,4,1,Annees Preparatoires,AP1,AP1_G1
530,605,2024-11-26,2,2,Annees Preparatoires,AP1,AP1_G2
531,609,2024-12-01,8,1,Annees Preparatoires,AP1,AP1_G1
532,613,2024-12-07,2,2,Annees Preparatoires,AP1,AP1_G2
533,613,2025-03-03,4,2,Annees Preparatoires,AP1,AP1_G2
534,613,2025-05-31,6,2,Annees Preparatoires,AP1,AP1_G2
535,614,2025-01-18,8,1,Annees Preparatoires,AP1,AP1_G1
536,615,2024-11-08,4,2,Annees Preparatoires,AP1,AP1_G2
537,615,2024-12-17,2,2,Annees Preparatoires,AP1,AP1_G2
538,615,2025-03-02,2,2,Annees Preparatoires,AP1,AP1_G2
539,618,2024-10-14,8,1,Annees Preparatoires,AP1,AP1_G1
540,620,2025-03-26,8,2,Annees Preparatoires,AP1,AP1_G2
541,620,2024-09-17,8,2,Annees Preparatoires,AP1,AP1_G2
542,620,2025-06-21,2,2,Annees Preparatoires,AP1,AP1_G2
543,620,2025-04-06,6,2,Annees Preparatoires,AP1,AP1_G2
544,620,2025-02-12,2,2,Annees Preparatoires,AP1,AP1_G2
545,622,2024-12-12,2,1,Annees Preparatoires,AP1,AP1_G1
546,624,2024-10-18,6,2,Annees Preparatoires,AP1,AP1_G2
547,628,2024-10-05,8,2,Annees Preparatoires,AP1,AP1_G2
548,628,2025-01-28,2,2,Annees Preparatoires,AP1,AP1_G2
549,629,2024-12-18,4,2,Annees Preparatoires,AP1,AP1_G2
550,629,2025-06-11,6,2,Annees Preparatoires,AP1,AP1_G2
551,630,2025-02-08,2,2,Annees Preparatoires,AP1,AP1_G2
552,631,2025-05-16,4,2,Annees Preparatoires,AP1,AP1_G2
553,631,2025-03-03,4,2,Annees Preparatoires,AP1,AP1_G2
554,634,2025-06-13,2,2,Annees Preparatoires,AP1,AP1_G2
555,634,2025-02-22,4,2,Annees Preparatoires,AP1,AP1_G2
556,634,2024-09-17,4,2,Annees Preparatoires,AP1,AP1_G2
557,635,2025-06-28,2,2,Annees Preparatoires,AP1,AP1_G2
558,639,2024-09-03,2,2,Annees Preparatoires,AP1,AP1_G2
559,639,2025-04-01,6,2,Annees Preparatoires,AP1,AP1_G2
560,639,2025-03-03,8,2,Annees Preparatoires,AP1,AP1_G2
561,639,2025-03-31,4,2,Annees Preparatoires,AP1,AP1_G2
562,639,2025-02-02,2,2,Annees Preparatoires,AP1,AP1_G2
563,641,2025-03-24,4,2,Annees Preparatoires,AP1,AP1_G2
564,642,2025-03-06,2,2,Annees Preparatoires,AP1,AP1_G2
565,644,2025-04-13,2,1,Annees Preparatoires,AP1,AP1_G1
566,646,2024-12-28,6,2,Annees Preparatoires,AP1,AP1_G2
567,646,2025-01-07,8,2,Annees Preparatoires,AP1,AP1_G2
568,646,2024-11-19,6,2,Annees Preparatoires,AP1,AP1_G2
569,646,2024-10-27,4,2,Annees Preparatoires,AP1,AP1_G2
570,647,2025-01-06,2,2,Annees Preparatoires,AP1,AP1_G2
571,647,2025-02-06,2,2,Annees Preparatoires,AP1,AP1_G2
572,647,2025-01-14,2,2,Annees Preparatoires,AP1,AP1_G2
573,647,2024-10-20,2,2,Annees Preparatoires,AP1,AP1_G2
574,648,2024-10-06,2,2,Annees Preparatoires,AP1,AP1_G2
575,653,2025-03-22,4,2,Annees Preparatoires,AP1,AP1_G2
576,656,2024-10-13,4,1,Annees Preparatoires,AP1,AP1_G1
577,656,2025-03-18,4,1,Annees Preparatoires,AP1,AP1_G1
578,656,2024-12-06,2,1,Annees Preparatoires,AP1,AP1_G1
579,656,2025-03-22,8,1,Annees Preparatoires,AP1,AP1_G1
580,657,2024-10-03,4,1,Annees Preparatoires,AP1,AP1_G1
581,660,2024-12-18,6,2,Annees Preparatoires,AP1,AP1_G2
582,660,2024-09-04,4,2,Annees Preparatoires,AP1,AP1_G2
583,660,2024-11-26,2,2,Annees Preparatoires,AP1,AP1_G2
584,662,2024-10-25,4,2,Annees Preparatoires,AP1,AP1_G2
585,663,2024-10-29,2,2,Annees Preparatoires,AP1,AP1_G2
586,663,2024-10-07,8,2,Annees Preparatoires,AP1,AP1_G2
587,663,2024-09-03,4,2,Annees Preparatoires,AP1,AP1_G2
588,663,2025-05-29,2,2,Annees Preparatoires,AP1,AP1_G2
589,663,2024-11-11,4,2,Annees Preparatoires,AP1,AP1_G2
590,663,2025-06-07,4,2,Annees Preparatoires,AP1,AP1_G2
591,669,2025-02-16,4,2,Annees Preparatoires,AP1,AP1_G2
592,670,2024-10-11,4,2,Annees Preparatoires,AP1,AP1_G2
593,671,2024-10-16,2,1,Annees Preparatoires,AP1,AP1_G1
594,671,2025-05-25,6,1,Annees Preparatoires,AP1,AP1_G1
595,671,2024-10-29,4,1,Annees Preparatoires,AP1,AP1_G1
596,673,2025-03-27,4,1,Annees Preparatoires,AP1,AP1_G1
597,676,2025-03-21,4,1,Annees Preparatoires,AP1,AP1_G1
598,676,2024-10-15,2,1,Annees Preparatoires,AP1,AP1_G1
599,678,2025-03-24,2,1,Annees Preparatoires,AP1,AP1_G1
600,679,2025-04-13,4,2,Annees Preparatoires,AP1,AP1_G2
601,681,2025-02-25,4,2,Annees Preparatoires,AP1,AP1_G2
602,682,2025-04-07,2,1,Annees Preparatoires,AP1,AP1_G1
603,684,2024-11-07,2,1,Annees Preparatoires,AP1,AP1_G1
604,685,2025-06-27,2,1,Annees Preparatoires,AP1,AP1_G1
605,685,2024-09-30,4,1,Annees Preparatoires,AP1,AP1_G1
606,687,2025-02-27,2,1,Annees Preparatoires,AP1,AP1_G1
607,690,2025-01-09,4,1,Annees Preparatoires,AP1,AP1_G1
608,690,2025-05-17,2,1,Annees Preparatoires,AP1,AP1_G1
609,691,2025-01-22,4,2,Annees Preparatoires,AP1,AP1_G2
610,691,2024-11-17,4,2,Annees Preparatoires,AP1,AP1_G2
611,694,2024-11-22,2,1,Annees Preparatoires,AP1,AP1_G1
612,694,2025-02-26,4,1,Annees Preparatoires,AP1,AP1_G1
613,694,2024-09-26,4,1,Annees Preparatoires,AP1,AP1_G1
614,694,2025-03-04,2,1,Annees Preparatoires,AP1,AP1_G1
615,694,2024-10-27,2,1,Annees Preparatoires,AP1,AP1_G1
616,694,2024-12-22,4,1,Annees Preparatoires,AP1,AP1_G1
617,697,2025-06-04,4,1,Annees Preparatoires,AP1,AP1_G1
618,697,2024-11-22,2,1,Annees Preparatoires,AP1,AP1_G1
619,698,2025-06-29,4,2,Annees Preparatoires,AP1,AP1_G2
620,698,2025-02-09,4,2,Annees Preparatoires,AP1,AP1_G2
621,698,2025-01-09,8,2,Annees Preparatoires,AP1,AP1_G2
622,702,2024-11-21,2,1,Annees Preparatoires,AP1,AP1_G1
623,704,2025-05-02,2,1,Annees Preparatoires,AP1,AP1_G1
624,705,2024-09-17,4,2,Annees Preparatoires,AP1,AP1_G2
625,705,2025-01-26,4,2,Annees Preparatoires,AP1,AP1_G2
626,705,2025-05-16,4,2,Annees Preparatoires,AP1,AP1_G2
627,705,2024-11-27,4,2,Annees Preparatoires,AP1,AP1_G2
628,706,2025-05-25,2,2,Annees Preparatoires,AP1,AP1_G2
629,706,2025-06-09,4,2,Annees Preparatoires,AP1,AP1_G2
630,706,2025-04-25,8,2,Annees Preparatoires,AP1,AP1_G2
631,706,2024-12-13,2,2,Annees Preparatoires,AP1,AP1_G2
632,708,2025-06-16,2,1,Annees Preparatoires,AP1,AP1_G1
633,710,2024-11-03,2,1,Annees Preparatoires,AP1,AP1_G1
634,711,2025-06-19,2,1,Annees Preparatoires,AP1,AP1_G1
635,711,2025-06-04,2,1,Annees Preparatoires,AP1,AP1_G1
636,711,2024-11-16,2,1,Annees Preparatoires,AP1,AP1_G1
637,711,2025-06-23,2,1,Annees Preparatoires,AP1,AP1_G1
638,711,2025-03-06,8,1,Annees Preparatoires,AP1,AP1_G1
639,711,2025-03-21,2,1,Annees Preparatoires,AP1,AP1_G1
640,711,2024-09-09,2,1,Annees Preparatoires,AP1,AP1_G1
641,715,2025-03-18,6,2,Annees Preparatoires,AP1,AP1_G2
642,719,2025-01-16,8,1,Annees Preparatoires,AP1,AP1_G1
643,719,2025-04-17,2,1,Annees Preparatoires,AP1,AP1_G1
644,719,2025-01-11,2,1,Annees Preparatoires,AP1,AP1_G1
645,719,2025-02-28,4,1,Annees Preparatoires,AP1,AP1_G1
646,720,2025-02-10,6,1,Annees Preparatoires,AP1,AP1_G1
647,721,2025-02-12,4,2,Annees Preparatoires,AP1,AP1_G2
648,725,2025-05-18,6,2,Annees Preparatoires,AP1,AP1_G2
649,727,2025-04-06,6,2,Annees Preparatoires,AP1,AP1_G2
650,731,2025-05-19,2,1,Annees Preparatoires,AP1,AP1_G1
651,732,2025-06-15,2,1,Annees Preparatoires,AP1,AP1_G1
652,735,2025-04-15,2,2,Annees Preparatoires,AP1,AP1_G2
653,735,2025-02-11,4,2,Annees Preparatoires,AP1,AP1_G2
654,735,2025-03-02,4,2,Annees Preparatoires,AP1,AP1_G2
655,737,2025-05-16,2,2,Annees Preparatoires,AP1,AP1_G2
656,737,2025-04-15,4,2,Annees Preparatoires,AP1,AP1_G2
657,739,2024-10-07,6,1,Annees Preparatoires,AP1,AP1_G1
658,739,2024-12-12,2,1,Annees Preparatoires,AP1,AP1_G1
659,739,2025-03-20,8,1,Annees Preparatoires,AP1,AP1_G1
660,741,2025-03-23,2,1,Annees Preparatoires,AP1,AP1_G1
661,745,2025-05-30,8,2,Annees Preparatoires,AP1,AP1_G2
662,747,2025-03-04,4,2,Annees Preparatoires,AP1,AP1_G2
663,747,2024-11-21,6,2,Annees Preparatoires,AP1,AP1_G2
664,747,2025-04-07,4,2,Annees Preparatoires,AP1,AP1_G2
665,751,2024-09-28,4,1,Annees Preparatoires,AP1,AP1_G1
666,752,2025-06-16,2,2,Annees Preparatoires,AP1,AP1_G2
667,754,2025-02-06,2,2,Annees Preparatoires,AP1,AP1_G2
668,755,2025-02-02,6,1,Annees Preparatoires,AP1,AP1_G1
669,755,2025-01-26,8,1,Annees Preparatoires,AP1,AP1_G1
670,764,2024-10-05,2,2,Annees Preparatoires,AP1,AP1_G2
671,766,2025-05-29,4,2,Annees Preparatoires,AP1,AP1_G2
672,767,2024-11-03,2,1,Annees Preparatoires,AP1,AP1_G1
673,767,2025-03-10,8,1,Annees Preparatoires,AP1,AP1_G1
674,767,2024-11-28,6,1,Annees Preparatoires,AP1,AP1_G1
675,768,2024-12-22,4,2,Annees Preparatoires,AP1,AP1_G2
676,768,2025-06-06,8,2,Annees Preparatoires,AP1,AP1_G2
677,768,2024-09-30,4,2,Annees Preparatoires,AP1,AP1_G2
678,768,2025-04-24,2,2,Annees Preparatoires,AP1,AP1_G2
679,768,2024-10-16,2,2,Annees Preparatoires,AP1,AP1_G2
680,770,2025-03-08,6,2,Annees Preparatoires,AP1,AP1_G2
681,777,2025-06-14,8,1,Annees Preparatoires,AP1,AP1_G1
682,777,2025-03-07,4,1,Annees Preparatoires,AP1,AP1_G1
683,783,2025-06-06,4,2,Annees Preparatoires,AP1,AP1_G2
684,784,2024-12-15,4,1,Annees Preparatoires,AP1,AP1_G1
685,784,2024-09-08,2,1,Annees Preparatoires,AP1,AP1_G1
686,784,2024-12-09,4,1,Annees Preparatoires,AP1,AP1_G1
687,786,2024-09-15,2,1,Annees Preparatoires,AP1,AP1_G1
688,786,2024-09-06,2,1,Annees Preparatoires,AP1,AP1_G1
689,786,2024-12-23,8,1,Annees Preparatoires,AP1,AP1_G1
690,788,2025-04-01,4,2,Annees Preparatoires,AP1,AP1_G2
691,788,2024-11-02,2,2,Annees Preparatoires,AP1,AP1_G2
692,788,2025-01-10,4,2,Annees Preparatoires,AP1,AP1_G2
693,788,2025-04-06,2,2,Annees Preparatoires,AP1,AP1_G2
694,793,2024-11-29,6,2,Annees Preparatoires,AP1,AP1_G2
695,794,2025-05-19,2,1,Annees Preparatoires,AP1,AP1_G1
696,799,2024-10-21,4,1,Annees Preparatoires,AP1,AP1_G1
697,801,2024-12-19,4,2,Annees Preparatoires,AP1,AP1_G2
698,802,2025-04-29,6,2,Annees Preparatoires,AP1,AP1_G2
699,802,2024-11-09,6,2,Annees Preparatoires,AP1,AP1_G2
700,802,2025-03-19,4,2,Annees Preparatoires,AP1,AP1_G2
701,802,2025-01-14,8,2,Annees Preparatoires,AP1,AP1_G2
702,802,2025-05-29,2,2,Annees Preparatoires,AP1,AP1_G2
703,802,2025-01-06,2,2,Annees Preparatoires,AP1,AP1_G2
704,808,2024-12-30,4,1,Annees Preparatoires,AP1,AP1_G1
705,813,2025-06-27,2,1,Annees Preparatoires,AP1,AP1_G1
706,814,2025-01-03,6,1,Annees Preparatoires,AP1,AP1_G1
707,814,2025-06-17,4,1,Annees Preparatoires,AP1,AP1_G1
708,814,2025-05-21,8,1,Annees Preparatoires,AP1,AP1_G1
709,814,2024-11-20,4,1,Annees Preparatoires,AP1,AP1_G1
710,814,2024-12-08,2,1,Annees Preparatoires,AP1,AP1_G1
711,815,2025-05-08,8,1,Annees Preparatoires,AP1,AP1_G1
712,816,2025-02-27,2,1,Annees Preparatoires,AP1,AP1_G1
713,816,2025-04-07,2,1,Annees Preparatoires,AP1,AP1_G1
714,816,2024-10-10,8,1,Annees Preparatoires,AP1,AP1_G1
715,816,2025-02-22,4,1,Annees Preparatoires,AP1,AP1_G1
716,816,2024-09-17,2,1,Annees Preparatoires,AP1,AP1_G1
717,816,2024-11-28,2,1,Annees Preparatoires,AP1,AP1_G1
718,816,2024-12-25,4,1,Annees Preparatoires,AP1,AP1_G1
719,816,2025-06-09,6,1,Annees Preparatoires,AP1,AP1_G1
720,817,2025-06-23,8,2,Annees Preparatoires,AP1,AP1_G2
721,817,2025-04-13,2,2,Annees Preparatoires,AP1,AP1_G2
722,817,2024-10-18,2,2,Annees Preparatoires,AP1,AP1_G2
723,817,2025-05-29,8,2,Annees Preparatoires,AP1,AP1_G2
724,817,2025-01-07,4,2,Annees Preparatoires,AP1,AP1_G2
725,817,2024-11-12,8,2,Annees Preparatoires,AP1,AP1_G2
726,820,2024-09-14,4,2,Annees Preparatoires,AP1,AP1_G2
727,821,2025-06-20,6,1,Annees Preparatoires,AP1,AP1_G1
728,821,2025-05-22,6,1,Annees Preparatoires,AP1,AP1_G1
729,823,2025-02-17,8,1,Annees Preparatoires,AP1,AP1_G1
730,824,2025-03-18,6,1,Annees Preparatoires,AP1,AP1_G1
731,824,2025-05-09,8,1,Annees Preparatoires,AP1,AP1_G1
732,825,2025-05-29,8,1,Annees Preparatoires,AP1,AP1_G1
733,826,2025-03-24,2,2,Annees Preparatoires,AP1,AP1_G2
734,830,2024-09-15,2,1,Annees Preparatoires,AP1,AP1_G1
735,830,2024-10-08,4,1,Annees Preparatoires,AP1,AP1_G1
736,832,2025-06-09,4,2,Annees Preparatoires,AP1,AP1_G2
737,835,2025-01-05,4,1,Annees Preparatoires,AP1,AP1_G1
738,836,2025-05-22,2,1,Annees Preparatoires,AP1,AP1_G1
739,838,2025-05-16,4,1,Annees Preparatoires,AP1,AP1_G1
740,842,2025-02-09,4,1,Annees Preparatoires,AP1,AP1_G1
741,846,2025-01-12,2,2,Annees Preparatoires,AP1,AP1_G2
742,846,2025-02-22,4,2,Annees Preparatoires,AP1,AP1_G2
743,846,2024-11-06,4,2,Annees Preparatoires,AP1,AP1_G2
744,847,2025-01-12,6,1,Annees Preparatoires,AP1,AP1_G1
745,848,2025-01-13,6,2,Annees Preparatoires,AP1,AP1_G2
746,848,2025-05-10,6,2,Annees Preparatoires,AP1,AP1_G2
747,849,2024-12-16,4,1,Annees Preparatoires,AP1,AP1_G1
748,853,2024-10-29,4,1,Annees Preparatoires,AP1,AP1_G1
749,853,2025-06-01,8,1,Annees Preparatoires,AP1,AP1_G1
750,853,2024-10-28,2,1,Annees Preparatoires,AP1,AP1_G1
751,853,2025-01-03,4,1,Annees Preparatoires,AP1,AP1_G1
752,853,2024-12-12,4,1,Annees Preparatoires,AP1,AP1_G1
753,854,2025-04-06,2,2,Annees Preparatoires,AP1,AP1_G2
754,857,2024-12-12,8,1,Annees Preparatoires,AP1,AP1_G1
755,857,2025-02-19,2,1,Annees Preparatoires,AP1,AP1_G1
756,857,2025-02-08,6,1,Annees Preparatoires,AP1,AP1_G1
757,861,2025-02-28,4,1,Annees Preparatoires,AP1,AP1_G1
758,863,2024-09-17,6,1,Annees Preparatoires,AP1,AP1_G1
759,864,2024-12-15,4,2,Annees Preparatoires,AP1,AP1_G2
760,865,2025-04-23,4,2,Annees Preparatoires,AP1,AP1_G2
761,866,2024-11-04,2,2,Annees Preparatoires,AP1,AP1_G2
762,869,2025-02-16,8,2,Annees Preparatoires,AP1,AP1_G2
763,870,2025-06-18,2,1,Annees Preparatoires,AP1,AP1_G1
764,874,2025-02-10,2,2,Annees Preparatoires,AP1,AP1_G2
765,877,2025-03-09,2,1,Annees Preparatoires,AP1,AP1_G1
766,884,2024-10-13,2,1,Annees Preparatoires,AP1,AP1_G1
767,885,2025-03-05,2,1,Annees Preparatoires,AP1,AP1_G1
768,887,2025-05-19,8,2,Annees Preparatoires,AP1,AP1_G2
769,889,2024-10-26,8,2,Annees Preparatoires,AP1,AP1_G2
770,889,2025-03-05,6,2,Annees Preparatoires,AP1,AP1_G2
771,890,2024-10-16,2,1,Annees Preparatoires,AP1,AP1_G1
772,890,2025-02-21,8,1,Annees Preparatoires,AP1,AP1_G1
