note_id,etudiant_id,matiere,notes
7522,753,Algèbre Linéaire,12.77
7523,753,Analyse 1,6.66
7524,753,Physique Mécanique,9.24
7525,753,Chimie Générale,10.34
7526,753,Algorithmique 1,11.55
7527,753,Bureautique,14.69
7528,753,Langue Anglaise 1,17.28
7529,753,Expression Communication,15.82
7530,753,Initiation à l'Informatique,16.41
7531,754,Mathématiques Fondamentales,14.09
7532,754,Algèbre Linéaire,9.15
7533,754,Analyse 1,14.23
7534,754,Physique Mécanique,13.04
7535,754,Chimie Générale,15.91
7536,754,Algorithmique 1,11.17
7537,754,Bureautique,8.3
7538,754,Langue Anglaise 1,15.25
7539,754,Expression Communication,11.53
7540,754,Initiation à l'Informatique,9.45
7541,755,Mathématiques Fondamentales,15.85
7542,755,Algèbre Linéaire,9.43
7543,755,Analyse 1,10.35
7544,755,Physique Mécanique,12.1
7545,755,Chimie Générale,15.39
7546,755,Algorithmique 1,10.87
7547,755,Bureautique,14.83
7548,755,Langue Anglaise 1,16.11
7549,755,Expression Communication,14.56
7550,755,Initiation à l'Informatique,15.32
7551,756,Mathématiques Fondamentales,13.03
7552,756,Algèbre Linéaire,9.44
7553,756,Analyse 1,16.69
7554,756,Physique Mécanique,12.7
7555,756,Chimie Générale,14.19
7556,756,Algorithmique 1,11.92
7557,756,Bureautique,12.35
7558,756,Langue Anglaise 1,9.61
7559,756,Expression Communication,12.59
7560,756,Initiation à l'Informatique,14.9
7561,757,Mathématiques Fondamentales,6.27
7562,757,Algèbre Linéaire,17.14
7563,757,Analyse 1,13.24
7564,757,Physique Mécanique,11.07
7565,757,Chimie Générale,11.51
7566,757,Algorithmique 1,11.73
7567,757,Bureautique,13.89
7568,757,Langue Anglaise 1,15.23
7569,757,Expression Communication,16.63
7570,757,Initiation à l'Informatique,12.94
7571,758,Mathématiques Fondamentales,13.26
7572,758,Algèbre Linéaire,11.34
7573,758,Analyse 1,11.99
7574,758,Physique Mécanique,11.7
7575,758,Chimie Générale,9.56
7576,758,Algorithmique 1,15.52
7577,758,Bureautique,11.53
7578,758,Langue Anglaise 1,13.79
7579,758,Expression Communication,13.8
7580,758,Initiation à l'Informatique,15.67
7581,759,Mathématiques Fondamentales,18.55
7582,759,Algèbre Linéaire,14.04
7583,759,Analyse 1,4.11
7584,759,Physique Mécanique,12.89
7585,759,Chimie Générale,10.91
7586,759,Algorithmique 1,15.22
7587,759,Bureautique,12.77
7588,759,Langue Anglaise 1,13.79
7589,759,Expression Communication,13.98
7590,759,Initiation à l'Informatique,14.43
7591,760,Mathématiques Fondamentales,15.68
7592,760,Algèbre Linéaire,11.84
7593,760,Analyse 1,15.21
7594,760,Physique Mécanique,13.64
7595,760,Chimie Générale,12.16
7596,760,Algorithmique 1,12.47
7597,760,Bureautique,13.05
7598,760,Langue Anglaise 1,14.43
7599,760,Expression Communication,12.65
7600,760,Initiation à l'Informatique,10.78
7601,761,Mathématiques Fondamentales,14.49
7602,761,Algèbre Linéaire,14.58
7603,761,Analyse 1,13.4
7604,761,Physique Mécanique,20.0
7605,761,Chimie Générale,13.6
7606,761,Algorithmique 1,18.41
7607,761,Bureautique,11.96
7608,761,Langue Anglaise 1,12.24
7609,761,Expression Communication,15.41
7610,761,Initiation à l'Informatique,11.8
7611,762,Mathématiques Fondamentales,12.98
7612,762,Algèbre Linéaire,8.81
7613,762,Analyse 1,8.97
7614,762,Physique Mécanique,8.0
7615,762,Chimie Générale,4.41
7616,762,Algorithmique 1,9.39
7617,762,Bureautique,10.02
7618,762,Langue Anglaise 1,11.56
7619,762,Expression Communication,12.96
7620,762,Initiation à l'Informatique,17.03
7621,763,Mathématiques Fondamentales,19.52
7622,763,Algèbre Linéaire,13.97
7623,763,Analyse 1,12.39
7624,763,Physique Mécanique,11.19
7625,763,Chimie Générale,8.05
7626,763,Algorithmique 1,14.26
7627,763,Bureautique,16.95
7628,763,Langue Anglaise 1,13.69
7629,763,Expression Communication,15.17
7630,763,Initiation à l'Informatique,16.79
7631,764,Mathématiques Fondamentales,12.77
7632,764,Algèbre Linéaire,14.0
7633,764,Analyse 1,14.83
7634,764,Physique Mécanique,15.41
7635,764,Chimie Générale,9.16
7636,764,Algorithmique 1,10.87
7637,764,Bureautique,8.88
7638,764,Langue Anglaise 1,16.21
7639,764,Expression Communication,12.79
7640,764,Initiation à l'Informatique,16.61
7641,765,Mathématiques Fondamentales,9.23
7642,765,Algèbre Linéaire,18.34
7643,765,Analyse 1,13.93
7644,765,Physique Mécanique,7.93
7645,765,Chimie Générale,14.11
7646,765,Algorithmique 1,10.32
7647,765,Bureautique,13.69
7648,765,Langue Anglaise 1,12.21
7649,765,Expression Communication,12.99
7650,765,Initiation à l'Informatique,15.77
7651,766,Mathématiques Fondamentales,11.62
7652,766,Algèbre Linéaire,11.68
7653,766,Analyse 1,16.2
7654,766,Physique Mécanique,11.4
7655,766,Chimie Générale,16.14
7656,766,Algorithmique 1,9.6
7657,766,Bureautique,10.11
7658,766,Langue Anglaise 1,14.28
7659,766,Expression Communication,16.81
7660,766,Initiation à l'Informatique,15.59
7661,767,Mathématiques Fondamentales,9.77
7662,767,Algèbre Linéaire,12.21
7663,767,Analyse 1,8.64
7664,767,Physique Mécanique,9.51
7665,767,Chimie Générale,16.04
7666,767,Algorithmique 1,15.46
7667,767,Bureautique,12.11
7668,767,Langue Anglaise 1,11.09
7669,767,Expression Communication,15.53
7670,767,Initiation à l'Informatique,16.36
7671,768,Mathématiques Fondamentales,10.85
7672,768,Algèbre Linéaire,10.22
7673,768,Analyse 1,7.09
7674,768,Physique Mécanique,13.23
7675,768,Chimie Générale,16.52
7676,768,Algorithmique 1,20.0
7677,768,Bureautique,13.69
7678,768,Langue Anglaise 1,14.38
7679,768,Expression Communication,12.88
7680,768,Initiation à l'Informatique,14.22
7681,769,Mathématiques Fondamentales,10.89
7682,769,Algèbre Linéaire,9.6
7683,769,Analyse 1,7.86
7684,769,Physique Mécanique,14.5
7685,769,Chimie Générale,14.84
7686,769,Algorithmique 1,15.42
7687,769,Bureautique,14.91
7688,769,Langue Anglaise 1,12.26
7689,769,Expression Communication,14.09
7690,769,Initiation à l'Informatique,15.68
7691,770,Mathématiques Fondamentales,17.87
7692,770,Algèbre Linéaire,12.15
7693,770,Analyse 1,12.34
7694,770,Physique Mécanique,10.62
7695,770,Chimie Générale,11.7
7696,770,Algorithmique 1,14.91
7697,770,Bureautique,9.87
7698,770,Langue Anglaise 1,11.15
7699,770,Expression Communication,16.02
7700,770,Initiation à l'Informatique,9.6
7701,771,Mathématiques Fondamentales,12.96
7702,771,Algèbre Linéaire,16.06
7703,771,Analyse 1,8.45
7704,771,Physique Mécanique,6.48
7705,771,Chimie Générale,20.0
7706,771,Algorithmique 1,15.42
7707,771,Bureautique,15.25
7708,771,Langue Anglaise 1,14.26
7709,771,Expression Communication,13.51
7710,771,Initiation à l'Informatique,9.65
7711,772,Mathématiques Fondamentales,10.89
7712,772,Algèbre Linéaire,20.0
7713,772,Analyse 1,12.98
7714,772,Physique Mécanique,15.73
7715,772,Chimie Générale,8.09
7716,772,Algorithmique 1,12.5
7717,772,Bureautique,13.66
7718,772,Langue Anglaise 1,14.73
7719,772,Expression Communication,15.15
7720,772,Initiation à l'Informatique,8.41
7721,773,Mathématiques Fondamentales,10.17
7722,773,Algèbre Linéaire,15.38
7723,773,Analyse 1,16.57
7724,773,Physique Mécanique,13.13
7725,773,Chimie Générale,15.6
7726,773,Algorithmique 1,17.36
7727,773,Bureautique,10.87
7728,773,Langue Anglaise 1,14.23
7729,773,Expression Communication,13.92
7730,773,Initiation à l'Informatique,11.88
7731,774,Mathématiques Fondamentales,17.71
7732,774,Algèbre Linéaire,7.16
7733,774,Analyse 1,17.7
7734,774,Physique Mécanique,8.94
7735,774,Chimie Générale,8.67
7736,774,Algorithmique 1,10.52
7737,774,Bureautique,10.19
7738,774,Langue Anglaise 1,13.22
7739,774,Expression Communication,17.1
7740,774,Initiation à l'Informatique,11.04
7741,775,Mathématiques Fondamentales,14.32
7742,775,Algèbre Linéaire,7.68
7743,775,Analyse 1,11.17
7744,775,Physique Mécanique,10.96
7745,775,Chimie Générale,10.64
7746,775,Algorithmique 1,16.01
7747,775,Bureautique,20.0
7748,775,Langue Anglaise 1,11.38
7749,775,Expression Communication,16.52
7750,775,Initiation à l'Informatique,9.35
7751,776,Mathématiques Fondamentales,9.52
7752,776,Algèbre Linéaire,15.51
7753,776,Analyse 1,11.66
7754,776,Physique Mécanique,14.66
7755,776,Chimie Générale,14.11
7756,776,Algorithmique 1,11.42
7757,776,Bureautique,10.94
7758,776,Langue Anglaise 1,11.55
7759,776,Expression Communication,11.8
7760,776,Initiation à l'Informatique,13.11
7761,777,Mathématiques Fondamentales,9.84
7762,777,Algèbre Linéaire,13.51
7763,777,Analyse 1,16.48
7764,777,Physique Mécanique,9.88
7765,777,Chimie Générale,12.94
7766,777,Algorithmique 1,18.95
7767,777,Bureautique,12.89
7768,777,Langue Anglaise 1,14.28
7769,777,Expression Communication,16.22
7770,777,Initiation à l'Informatique,9.99
7771,778,Mathématiques Fondamentales,17.29
7772,778,Algèbre Linéaire,17.9
7773,778,Analyse 1,16.57
7774,778,Physique Mécanique,13.9
7775,778,Chimie Générale,8.93
7776,778,Algorithmique 1,8.71
7777,778,Bureautique,17.01
7778,778,Langue Anglaise 1,13.88
7779,778,Expression Communication,17.58
7780,778,Initiation à l'Informatique,9.48
7781,779,Mathématiques Fondamentales,10.53
7782,779,Algèbre Linéaire,12.29
7783,779,Analyse 1,5.07
7784,779,Physique Mécanique,18.51
7785,779,Chimie Générale,12.08
7786,779,Algorithmique 1,10.0
7787,779,Bureautique,14.89
7788,779,Langue Anglaise 1,9.82
7789,779,Expression Communication,13.17
7790,779,Initiation à l'Informatique,10.89
7791,780,Mathématiques Fondamentales,12.15
7792,780,Algèbre Linéaire,6.01
7793,780,Analyse 1,17.98
7794,780,Physique Mécanique,13.18
7795,780,Chimie Générale,12.59
7796,780,Algorithmique 1,15.49
7797,780,Bureautique,9.51
7798,780,Langue Anglaise 1,14.58
7799,780,Expression Communication,14.21
7800,780,Initiation à l'Informatique,15.5
7801,781,Mathématiques Fondamentales,13.88
7802,781,Algèbre Linéaire,10.34
7803,781,Analyse 1,9.52
7804,781,Physique Mécanique,8.63
7805,781,Chimie Générale,11.82
7806,781,Algorithmique 1,18.12
7807,781,Bureautique,7.61
7808,781,Langue Anglaise 1,11.15
7809,781,Expression Communication,14.61
7810,781,Initiation à l'Informatique,16.25
7811,782,Mathématiques Fondamentales,10.79
7812,782,Algèbre Linéaire,12.16
7813,782,Analyse 1,10.54
7814,782,Physique Mécanique,11.42
7815,782,Chimie Générale,16.35
7816,782,Algorithmique 1,11.69
7817,782,Bureautique,8.05
7818,782,Langue Anglaise 1,15.07
7819,782,Expression Communication,13.44
7820,782,Initiation à l'Informatique,16.34
7821,783,Mathématiques Fondamentales,7.97
7822,783,Algèbre Linéaire,16.16
7823,783,Analyse 1,12.17
7824,783,Physique Mécanique,14.26
7825,783,Chimie Générale,17.01
7826,783,Algorithmique 1,11.44
7827,783,Bureautique,12.97
7828,783,Langue Anglaise 1,14.08
7829,783,Expression Communication,14.0
7830,783,Initiation à l'Informatique,12.23
7831,784,Mathématiques Fondamentales,13.25
7832,784,Algèbre Linéaire,10.98
7833,784,Analyse 1,8.2
7834,784,Physique Mécanique,11.09
7835,784,Chimie Générale,12.32
7836,784,Algorithmique 1,11.57
7837,784,Bureautique,8.35
7838,784,Langue Anglaise 1,14.41
7839,784,Expression Communication,15.67
7840,784,Initiation à l'Informatique,13.49
7841,785,Mathématiques Fondamentales,12.86
7842,785,Algèbre Linéaire,13.53
7843,785,Analyse 1,13.24
7844,785,Physique Mécanique,15.02
7845,785,Chimie Générale,6.64
7846,785,Algorithmique 1,14.54
7847,785,Bureautique,10.39
7848,785,Langue Anglaise 1,14.43
7849,785,Expression Communication,16.33
7850,785,Initiation à l'Informatique,12.16
7851,786,Mathématiques Fondamentales,4.98
7852,786,Algèbre Linéaire,14.35
7853,786,Analyse 1,6.79
7854,786,Physique Mécanique,8.47
7855,786,Chimie Générale,16.78
7856,786,Algorithmique 1,16.24
7857,786,Bureautique,14.28
7858,786,Langue Anglaise 1,16.96
7859,786,Expression Communication,12.81
7860,786,Initiation à l'Informatique,14.83
7861,787,Mathématiques Fondamentales,12.58
7862,787,Algèbre Linéaire,8.39
7863,787,Analyse 1,15.04
7864,787,Physique Mécanique,4.15
7865,787,Chimie Générale,11.66
7866,787,Algorithmique 1,8.9
7867,787,Bureautique,14.63
7868,787,Langue Anglaise 1,12.42
7869,787,Expression Communication,13.14
7870,787,Initiation à l'Informatique,13.66
7871,788,Mathématiques Fondamentales,15.76
7872,788,Algèbre Linéaire,12.89
7873,788,Analyse 1,10.53
7874,788,Physique Mécanique,12.21
7875,788,Chimie Générale,9.5
7876,788,Algorithmique 1,12.34
7877,788,Bureautique,11.94
7878,788,Langue Anglaise 1,14.83
7879,788,Expression Communication,13.71
7880,788,Initiation à l'Informatique,14.02
7881,789,Mathématiques Fondamentales,12.16
7882,789,Algèbre Linéaire,13.8
7883,789,Analyse 1,16.06
7884,789,Physique Mécanique,12.98
7885,789,Chimie Générale,17.54
7886,789,Algorithmique 1,12.62
7887,789,Bureautique,11.97
7888,789,Langue Anglaise 1,12.58
7889,789,Expression Communication,14.77
7890,789,Initiation à l'Informatique,14.07
7891,790,Mathématiques Fondamentales,14.72
7892,790,Algèbre Linéaire,16.94
7893,790,Analyse 1,16.25
7894,790,Physique Mécanique,14.17
7895,790,Chimie Générale,8.88
7896,790,Algorithmique 1,18.1
7897,790,Bureautique,18.99
7898,790,Langue Anglaise 1,13.22
7899,790,Expression Communication,9.0
7900,790,Initiation à l'Informatique,19.03
7901,791,Mathématiques Fondamentales,13.17
7902,791,Algèbre Linéaire,10.45
7903,791,Analyse 1,12.67
7904,791,Physique Mécanique,9.7
7905,791,Chimie Générale,5.65
7906,791,Algorithmique 1,13.3
7907,791,Bureautique,7.13
7908,791,Langue Anglaise 1,15.17
7909,791,Expression Communication,12.28
7910,791,Initiation à l'Informatique,17.58
7911,792,Mathématiques Fondamentales,8.9
7912,792,Algèbre Linéaire,9.41
7913,792,Analyse 1,10.52
7914,792,Physique Mécanique,12.97
7915,792,Chimie Générale,10.86
7916,792,Algorithmique 1,13.44
7917,792,Bureautique,16.05
7918,792,Langue Anglaise 1,13.56
7919,792,Expression Communication,13.14
7920,792,Initiation à l'Informatique,10.62
7921,793,Mathématiques Fondamentales,7.2
7922,793,Algèbre Linéaire,9.06
7923,793,Analyse 1,11.31
7924,793,Physique Mécanique,11.17
7925,793,Chimie Générale,11.09
7926,793,Algorithmique 1,13.48
7927,793,Bureautique,16.18
7928,793,Langue Anglaise 1,13.95
7929,793,Expression Communication,12.39
7930,793,Initiation à l'Informatique,13.68
7931,794,Mathématiques Fondamentales,14.72
7932,794,Algèbre Linéaire,9.05
7933,794,Analyse 1,12.73
7934,794,Physique Mécanique,18.69
7935,794,Chimie Générale,15.78
7936,794,Algorithmique 1,12.43
7937,794,Bureautique,12.01
7938,794,Langue Anglaise 1,10.34
7939,794,Expression Communication,12.35
7940,794,Initiation à l'Informatique,16.87
7941,795,Mathématiques Fondamentales,13.61
7942,795,Algèbre Linéaire,14.62
7943,795,Analyse 1,12.89
7944,795,Physique Mécanique,10.86
7945,795,Chimie Générale,16.04
7946,795,Algorithmique 1,8.83
7947,795,Bureautique,10.81
7948,795,Langue Anglaise 1,15.04
7949,795,Expression Communication,14.27
7950,795,Initiation à l'Informatique,14.38
7951,796,Mathématiques Fondamentales,19.27
7952,796,Algèbre Linéaire,11.2
7953,796,Analyse 1,17.76
7954,796,Physique Mécanique,11.78
7955,796,Chimie Générale,12.64
7956,796,Algorithmique 1,14.73
7957,796,Bureautique,13.89
7958,796,Langue Anglaise 1,13.63
7959,796,Expression Communication,16.03
7960,796,Initiation à l'Informatique,15.41
7961,797,Mathématiques Fondamentales,13.91
7962,797,Algèbre Linéaire,13.66
7963,797,Analyse 1,14.18
7964,797,Physique Mécanique,11.9
7965,797,Chimie Générale,5.86
7966,797,Algorithmique 1,11.14
7967,797,Bureautique,15.72
7968,797,Langue Anglaise 1,13.58
7969,797,Expression Communication,13.77
7970,797,Initiation à l'Informatique,14.95
7971,798,Mathématiques Fondamentales,19.14
7972,798,Algèbre Linéaire,7.91
7973,798,Analyse 1,13.68
7974,798,Physique Mécanique,9.48
7975,798,Chimie Générale,17.79
7976,798,Algorithmique 1,14.71
7977,798,Bureautique,5.1
7978,798,Langue Anglaise 1,11.64
7979,798,Expression Communication,14.2
7980,798,Initiation à l'Informatique,10.3
7981,799,Mathématiques Fondamentales,15.75
7982,799,Algèbre Linéaire,11.42
7983,799,Analyse 1,15.92
7984,799,Physique Mécanique,12.92
7985,799,Chimie Générale,13.5
7986,799,Algorithmique 1,14.56
7987,799,Bureautique,16.84
7988,799,Langue Anglaise 1,10.09
7989,799,Expression Communication,11.86
7990,799,Initiation à l'Informatique,16.95
7991,800,Mathématiques Fondamentales,9.01
7992,800,Algèbre Linéaire,11.1
7993,800,Analyse 1,9.42
7994,800,Physique Mécanique,13.21
7995,800,Chimie Générale,11.81
7996,800,Algorithmique 1,15.37
7997,800,Bureautique,12.72
7998,800,Langue Anglaise 1,12.27
7999,800,Expression Communication,14.31
8000,800,Initiation à l'Informatique,15.22
8001,801,Mathématiques Fondamentales,13.33
8002,801,Algèbre Linéaire,11.0
8003,801,Analyse 1,13.56
8004,801,Physique Mécanique,13.03
8005,801,Chimie Générale,13.7
8006,801,Algorithmique 1,16.63
8007,801,Bureautique,13.33
8008,801,Langue Anglaise 1,12.72
8009,801,Expression Communication,12.95
8010,801,Initiation à l'Informatique,6.74
8011,802,Mathématiques Fondamentales,17.78
8012,802,Algèbre Linéaire,11.7
8013,802,Analyse 1,0.55
8014,802,Physique Mécanique,14.51
8015,802,Chimie Générale,12.17
8016,802,Algorithmique 1,13.15
8017,802,Bureautique,11.89
8018,802,Langue Anglaise 1,14.91
8019,802,Expression Communication,14.78
8020,802,Initiation à l'Informatique,12.72
8021,803,Mathématiques Fondamentales,9.9
8022,803,Algèbre Linéaire,10.62
8023,803,Analyse 1,11.21
8024,803,Physique Mécanique,11.11
8025,803,Chimie Générale,14.12
8026,803,Algorithmique 1,11.51
8027,803,Bureautique,3.12
8028,803,Langue Anglaise 1,14.28
8029,803,Expression Communication,10.23
8030,803,Initiation à l'Informatique,19.3
8031,804,Mathématiques Fondamentales,15.29
8032,804,Algèbre Linéaire,8.51
8033,804,Analyse 1,10.67
8034,804,Physique Mécanique,4.6
8035,804,Chimie Générale,8.66
8036,804,Algorithmique 1,10.14
8037,804,Bureautique,11.35
8038,804,Langue Anglaise 1,15.5
8039,804,Expression Communication,14.27
8040,804,Initiation à l'Informatique,14.08
8041,805,Mathématiques Fondamentales,4.78
8042,805,Algèbre Linéaire,6.83
8043,805,Analyse 1,7.6
8044,805,Physique Mécanique,14.1
8045,805,Chimie Générale,15.79
8046,805,Algorithmique 1,15.0
8047,805,Bureautique,13.01
8048,805,Langue Anglaise 1,15.37
8049,805,Expression Communication,16.57
8050,805,Initiation à l'Informatique,13.71
8051,806,Mathématiques Fondamentales,10.64
8052,806,Algèbre Linéaire,13.91
8053,806,Analyse 1,10.28
8054,806,Physique Mécanique,13.87
8055,806,Chimie Générale,8.19
8056,806,Algorithmique 1,9.87
8057,806,Bureautique,13.07
8058,806,Langue Anglaise 1,9.53
8059,806,Expression Communication,10.31
8060,806,Initiation à l'Informatique,9.76
8061,807,Mathématiques Fondamentales,10.24
8062,807,Algèbre Linéaire,11.79
8063,807,Analyse 1,17.36
8064,807,Physique Mécanique,17.0
8065,807,Chimie Générale,11.39
8066,807,Algorithmique 1,15.02
8067,807,Bureautique,15.32
8068,807,Langue Anglaise 1,11.98
8069,807,Expression Communication,15.35
8070,807,Initiation à l'Informatique,14.03
8071,808,Mathématiques Fondamentales,14.03
8072,808,Algèbre Linéaire,13.35
8073,808,Analyse 1,9.68
8074,808,Physique Mécanique,11.25
8075,808,Chimie Générale,10.06
8076,808,Algorithmique 1,18.69
8077,808,Bureautique,11.78
8078,808,Langue Anglaise 1,12.01
8079,808,Expression Communication,14.41
8080,808,Initiation à l'Informatique,14.88
8081,809,Mathématiques Fondamentales,14.84
8082,809,Algèbre Linéaire,11.89
8083,809,Analyse 1,18.66
8084,809,Physique Mécanique,9.14
8085,809,Chimie Générale,9.24
8086,809,Algorithmique 1,9.46
8087,809,Bureautique,15.01
8088,809,Langue Anglaise 1,13.69
8089,809,Expression Communication,17.27
8090,809,Initiation à l'Informatique,15.25
8091,810,Mathématiques Fondamentales,4.81
8092,810,Algèbre Linéaire,13.95
8093,810,Analyse 1,12.8
8094,810,Physique Mécanique,11.29
8095,810,Chimie Générale,13.5
8096,810,Algorithmique 1,11.65
8097,810,Bureautique,10.25
8098,810,Langue Anglaise 1,10.82
8099,810,Expression Communication,11.68
8100,810,Initiation à l'Informatique,14.6
8101,811,Mathématiques Fondamentales,9.62
8102,811,Algèbre Linéaire,12.28
8103,811,Analyse 1,19.31
8104,811,Physique Mécanique,8.69
8105,811,Chimie Générale,14.85
8106,811,Algorithmique 1,14.24
8107,811,Bureautique,13.04
8108,811,Langue Anglaise 1,15.19
8109,811,Expression Communication,18.73
8110,811,Initiation à l'Informatique,15.74
8111,812,Mathématiques Fondamentales,8.48
8112,812,Algèbre Linéaire,12.92
8113,812,Analyse 1,17.07
8114,812,Physique Mécanique,16.65
8115,812,Chimie Générale,9.73
8116,812,Algorithmique 1,10.54
8117,812,Bureautique,11.93
8118,812,Langue Anglaise 1,15.29
8119,812,Expression Communication,13.47
8120,812,Initiation à l'Informatique,14.66
8121,813,Mathématiques Fondamentales,10.9
8122,813,Algèbre Linéaire,16.02
8123,813,Analyse 1,14.55
8124,813,Physique Mécanique,11.15
8125,813,Chimie Générale,9.22
8126,813,Algorithmique 1,11.49
8127,813,Bureautique,12.77
8128,813,Langue Anglaise 1,14.81
8129,813,Expression Communication,12.09
8130,813,Initiation à l'Informatique,11.6
8131,814,Mathématiques Fondamentales,18.25
8132,814,Algèbre Linéaire,10.76
8133,814,Analyse 1,11.0
8134,814,Physique Mécanique,9.74
8135,814,Chimie Générale,11.95
8136,814,Algorithmique 1,10.65
8137,814,Bureautique,17.94
8138,814,Langue Anglaise 1,15.61
8139,814,Expression Communication,19.38
8140,814,Initiation à l'Informatique,15.89
8141,815,Mathématiques Fondamentales,3.87
8142,815,Algèbre Linéaire,13.15
8143,815,Analyse 1,13.21
8144,815,Physique Mécanique,9.17
8145,815,Chimie Générale,13.06
8146,815,Algorithmique 1,12.27
8147,815,Bureautique,13.82
8148,815,Langue Anglaise 1,12.95
8149,815,Expression Communication,16.84
8150,815,Initiation à l'Informatique,10.84
8151,816,Mathématiques Fondamentales,10.24
8152,816,Algèbre Linéaire,9.94
8153,816,Analyse 1,11.92
8154,816,Physique Mécanique,10.59
8155,816,Chimie Générale,10.16
8156,816,Algorithmique 1,16.52
8157,816,Bureautique,13.07
8158,816,Langue Anglaise 1,14.09
8159,816,Expression Communication,12.13
8160,816,Initiation à l'Informatique,13.98
8161,817,Mathématiques Fondamentales,16.67
8162,817,Algèbre Linéaire,10.44
8163,817,Analyse 1,10.69
8164,817,Physique Mécanique,9.58
8165,817,Chimie Générale,10.73
8166,817,Algorithmique 1,10.19
8167,817,Bureautique,9.25
8168,817,Langue Anglaise 1,14.24
8169,817,Expression Communication,16.24
8170,817,Initiation à l'Informatique,16.48
8171,818,Mathématiques Fondamentales,15.96
8172,818,Algèbre Linéaire,12.2
8173,818,Analyse 1,14.3
8174,818,Physique Mécanique,10.68
8175,818,Chimie Générale,13.56
8176,818,Algorithmique 1,12.53
8177,818,Bureautique,12.87
8178,818,Langue Anglaise 1,12.42
8179,818,Expression Communication,14.39
8180,818,Initiation à l'Informatique,16.99
8181,819,Mathématiques Fondamentales,15.4
8182,819,Algèbre Linéaire,12.89
8183,819,Analyse 1,8.64
8184,819,Physique Mécanique,10.21
8185,819,Chimie Générale,5.2
8186,819,Algorithmique 1,9.69
8187,819,Bureautique,12.62
8188,819,Langue Anglaise 1,18.32
8189,819,Expression Communication,15.48
8190,819,Initiation à l'Informatique,11.82
8191,820,Mathématiques Fondamentales,11.77
8192,820,Algèbre Linéaire,11.38
8193,820,Analyse 1,11.4
8194,820,Physique Mécanique,14.3
8195,820,Chimie Générale,9.68
8196,820,Algorithmique 1,8.78
8197,820,Bureautique,8.72
8198,820,Langue Anglaise 1,13.13
8199,820,Expression Communication,18.21
8200,820,Initiation à l'Informatique,17.27
8201,821,Mathématiques Fondamentales,5.47
8202,821,Algèbre Linéaire,10.2
8203,821,Analyse 1,9.96
8204,821,Physique Mécanique,10.07
8205,821,Chimie Générale,6.35
8206,821,Algorithmique 1,15.37
8207,821,Bureautique,16.34
8208,821,Langue Anglaise 1,12.28
8209,821,Expression Communication,15.06
8210,821,Initiation à l'Informatique,11.03
8211,822,Mathématiques Fondamentales,17.96
8212,822,Algèbre Linéaire,12.89
8213,822,Analyse 1,10.43
8214,822,Physique Mécanique,8.47
8215,822,Chimie Générale,17.76
8216,822,Algorithmique 1,8.47
8217,822,Bureautique,14.4
8218,822,Langue Anglaise 1,16.0
8219,822,Expression Communication,15.84
8220,822,Initiation à l'Informatique,16.1
8221,823,Mathématiques Fondamentales,9.82
8222,823,Algèbre Linéaire,15.73
8223,823,Analyse 1,11.17
8224,823,Physique Mécanique,15.51
8225,823,Chimie Générale,15.38
8226,823,Algorithmique 1,10.43
8227,823,Bureautique,12.39
8228,823,Langue Anglaise 1,13.49
8229,823,Expression Communication,12.65
8230,823,Initiation à l'Informatique,13.58
8231,824,Mathématiques Fondamentales,12.39
8232,824,Algèbre Linéaire,14.28
8233,824,Analyse 1,9.02
8234,824,Physique Mécanique,12.07
8235,824,Chimie Générale,9.47
8236,824,Algorithmique 1,7.45
8237,824,Bureautique,8.47
8238,824,Langue Anglaise 1,11.8
8239,824,Expression Communication,14.08
8240,824,Initiation à l'Informatique,10.01
8241,825,Mathématiques Fondamentales,12.47
8242,825,Algèbre Linéaire,11.59
8243,825,Analyse 1,12.15
8244,825,Physique Mécanique,7.37
8245,825,Chimie Générale,16.45
8246,825,Algorithmique 1,16.53
8247,825,Bureautique,11.92
8248,825,Langue Anglaise 1,17.16
8249,825,Expression Communication,12.97
8250,825,Initiation à l'Informatique,14.14
8251,826,Mathématiques Fondamentales,10.17
8252,826,Algèbre Linéaire,12.99
8253,826,Analyse 1,7.25
8254,826,Physique Mécanique,10.9
8255,826,Chimie Générale,6.91
8256,826,Algorithmique 1,13.55
8257,826,Bureautique,12.06
8258,826,Langue Anglaise 1,18.72
8259,826,Expression Communication,13.8
8260,826,Initiation à l'Informatique,13.52
8261,827,Mathématiques Fondamentales,14.55
8262,827,Algèbre Linéaire,9.66
8263,827,Analyse 1,12.89
8264,827,Physique Mécanique,13.54
8265,827,Chimie Générale,9.64
8266,827,Algorithmique 1,16.97
8267,827,Bureautique,16.61
8268,827,Langue Anglaise 1,15.01
8269,827,Expression Communication,12.84
8270,827,Initiation à l'Informatique,14.05
8271,828,Mathématiques Fondamentales,8.98
8272,828,Algèbre Linéaire,12.15
8273,828,Analyse 1,3.87
8274,828,Physique Mécanique,14.09
8275,828,Chimie Générale,14.01
8276,828,Algorithmique 1,12.68
8277,828,Bureautique,13.19
8278,828,Langue Anglaise 1,13.06
8279,828,Expression Communication,13.97
8280,828,Initiation à l'Informatique,10.86
8281,829,Mathématiques Fondamentales,10.93
8282,829,Algèbre Linéaire,13.22
8283,829,Analyse 1,2.77
8284,829,Physique Mécanique,15.26
8285,829,Chimie Générale,12.89
